7563:84,58,616,354,650,76,8,224,138,301
7572:168,719,984,661,2153,9417,7838,574,9874,76
7586:168,5480,719,984,1400,8860,760,7838,3601,661
7590:654,302,616,44144,542,29,84,861,289,61
7603:302,654,616,58,29,542,84,6,101,8
7605:302,654,616,58,542,518,8,650,15,1410
7607:13511,302,616,654,8,58,650,1636,15,84
7608:302,654,58,138,354,8,616,70,518,736
7612:616,17,58,654,302,8,542,650,84,101
7617:2641,755,1119,654,17
7637:654,302,616,58,81,518,8,363,542,51032
7657:782,6453,75581,63047,30463,38355,25123,65094,7264,9711
7661:17,616,302,542,654,84,58,101,29,8
7678:1352,3107,3172,2880,6434,4825,23191,5624,1712,8848
7682:7836,47276,15556,1012,62614,19412,3216,12738,1462,289
7692:27293,654,2266,302,3657,616,56243,8,542,30860
7699:13298,9341,18966,929,8567,20952,5353,58333,24620,55819
7707:616,84,29,8,1102,518,76,70,736,650
7708:1335,21624,6328,13504,782,37545,1539,12092,52721,6788
7713:654,58,616,70,29,650,564,84,8,354
7734:61906,16553,29670,960,1890,27500,61,3249,704,27609
7741:17,302,8,542,84,76,15,518,861,564
7742:616,654,302,8,518,4174,84,15,542,650
7743:17,302,654,698,542,58,70,650,8,2139
7751:654,616,58,29,84,354,8,518,542,650
7760:68700,21903,15931,72988,17,38046,38546,47852,302,616
7766:11499,82919,18230,27642,12033,20084,6624,76,2614,13512
7787:17,302,518,654,12776,8,58,84,327,65
7813:616,17,654,8,650,554,58,354,302,518
7818:17,616,302,58,654,8,542,84,101,650
7823:2579,1326,168,2275,76,508,297,1460,17,564
7825:17,70,508,1644,302,226,1023,650,76,654
7833:17,908,7831,23191,84,899,4755,3172,6601,24581
7841:302,654,58,8,518,542,84,76,15,289
7844:16819,4369,302,22192,654,18062,322,616,58,84
7850:17,70,616,302,5612,654,7006,1790,76,508
7863:17,302,654,616,58,650,8,84,542,518
7869:22646,25398,42150,9462,70743,26490,23693,68156,533,13341
7888:17,58,654,542,861,76,84,518,564,15
7889:226,70,81,16340,17,47041,508,76,698,2630
7894:2822,17,302,68851,76,616,5801,4858,70,654
7903:2048,40116,11891,67579,10530,1526,3312,43554,44475,65482
7915:17,302,616,58,84,542,15,1102,29,564
7921:10503,8454,27291,81699,1609,15138,25114,32537,32648,10404
7945:168,1400,463,5480,661,10267,8860,2642,135,1528
7946:17,302,654,58,616,518,542,15,564,8
7949:17,654,616,8,302,84,787,245,508,518
7951:58,616,84,29,8,76,518,542,650,301
7958:
7962:8,29,650,289,564,61,861,32,245,554
7964:17,65558,37436,54300,34134,13567,984,760,302,661
7967:56568,45974,565,2510,26531,453,53369,41164,18680,47660
7969:17,302,654,361,58,29,616,76,84,354
7975:302,654,17552,76,58,70,19221,616,650,29
7976:53254,46942,43173,435,8079,347,429,6613,17456,22544
7977:866,302,654,84,354,29,58,76,616,1102
7981:3378,45315,39446,22713,186,32261,10611,39267,99302,77977
7990:17,564,58,616,8,518,245,76,654,302
8002:441,16036,1875,710,2028,1340,3618,1744,245,3506
8008:
8009:17,58,302,654,518,542,76,8,2748,564
8023:17,654,518,245,8,15,542,302,58,1382
8032:17,76,302,1382,1435,564,354,226,542,654
8036:399,40319,984,25253,8252,463,6411,5488,1400,135
8054:17,81,2139,245,302,616,8,508,650,226
8065:58,650,542,518,76,861,61,289,363,354
8068:10048,538,21640,24655,7450,28945,11358,24885,18452,23051
8069:3207,970,3506,866,302,899,654,947,8536,58
8081:302,616,76,58,8,84,361,29,70,189
8090:616,58,84,8,518,650,15,542,354,70
8097:51052,1435,508,76,402,1936,13166,1205,15487,17
8103:29263,58057,48159,65416,13817,19603,3509,20254,12418,28511
8104:
8130:17,8,245,616,518,302,1102,2140,327,654
8134:10666,27880,66465,59573,1307,22045,38349,77892,74016,55698
8137:58,29,542,15,564,138,101,861,289,736
8141:17,76,616,14152,508,564,2816,1957,736,22
8144:168,463,984,9417,1326,1400,9874,564,7838,8733
8150:17,302,8,84,518,650,29,15,736,6
8159:17,6400,616,8168,654,8,302,17552,363,58
8161:
8163:17,76,302,654,616,58,1995,254,2265,358
8184:81,780,500,17,138,226,302,37567,70,3423
8186:518,654,616,58,138,101,29,354,542,736
8200:654,302,58,616,29,650,84,239,361,8
8206:15459,1598,1305,616,18994,22900,30058,18040,3290,28618
8217:17,302,654,58,76,542,15,861,8,6
8224:17,654,302,616,84,58,518,289,542,650
8225:774,4487,8536,2824,10046,25783,9490,245,9217,3434
8227:4798,7672,4422,1267,245,45456,5230,38,1987,32
8229:17,302,58,616,29,542,15,8,1196,650
8245:10503,8454,27291,33562,42440,17145,14508,21963,10404,81699
8263:
8264:545,1758,83266,23716,100858,23950,542,29079,9398,39436
8270:2136,46406,17,1650,12463,654,302,236,1591,5548
8276:17,58,616,84,542,650,15,8,76,285
8285:39108,53139,51399,81779,89274,5741,14626,45145,518,29991
8286:12020,302,654,17,37478,24532,12344,55896,79909,58
8287:23950,39436,545,14597,24917,6468,68034,10330,2139,53292
8290:17,10070,1462,70,354,302,76,10595,29,654
8310:44227,6224,4341,306,19100,3033,17848,70031,40900,6668
8314:79667,59189,74316,40355,63166,53154,38434,67156,16959,23183
8325:302,654,17,58,29,616,1196,650,8,162
8326:302,654,58,616,76,8,508,84,70,29
8334:17,654,58,616,302,29,15,84,542,8
8336:
8343:616,654,302,58,8,542,84,518,790,650
8347:616,650,29,8,518,6,138,861,542,101
8352:17,76,616,302,564,654,8,58,70,542
8368:17,654,302,616,29,8,84,285,542,76
8380:168,17,508,1326,752,6097,9417,760,14754,1400
8396:17,302,58,616,8,542,518,15,650,6
8401:302,654,58,84,616,361,1102,76,285,8
8406:17,8,616,654,518,58,378,101,1102,76
8411:302,654,84,58,616,29,354,1102,8,301
8413:409,32,17,15,542,616,690,650,302,61
8435:
8449:2880,23191,4825,3172,1712,5624,6434,7831,7457,8848
8450:1711,13266,18803,46266,63344,2876,1510,1550
8476:12830,8730,302,29,654,58,38643,52697,10241,285
8477:17,168,302,508,616,4755,654,226,8,70
8491:394,41145,138,226,58036,70,50711,15592,3910,2359
8499:17,302,245,654,616,564,8,1002,508,76
8500:4455,8418,60193,50294,29047,43318,22421,2616,81,9548
8510:7965,10121,2615,9906,6868,813,8964,947,19233,1811
8513:17,8,616,58,30316,245,564,302,9057,76
8517:57092,29782,86763,11164,53584,23066,26492,18105,2912,31128
8530:17,302,654,58,650,8,84,542,564,76
8531:302,58,8,564,542,76,29,650,15,101
8534:398,4941,37386,11623,3829,11641,3367,14964,5598,28635
8536:17,616,8,654,518,76,58,302,542,84
8537:1568,17,363,8,58,616,518,654,302,1009
8552:
8569:1527,1352,4825,10041,189,6434,8848,7859,1712,11725
8578:106,14152,2816,4481,10466,974,1957,504,28980,14328
8581:14750,17,58,236,654,3448,302,4203,616,10075
8582:8,650,1102,542,518,285,15,6,101,354
8600:17,1360,1099,873,931,807,70,48019,10009,72825
8603:51517,947,8660,17,1495,84,9216,66525,24608,33884
8635:30657,17,866,302,654,58,76,4755,616,29
8636:6901,8783,17,5357,654,28389,302,26437,138,684
8637:
8644:55436,53644,616,17,302,650,58,654,554,861
8651:84,302,654,2162,1119,58,76,947,327,65
8660:17,58,616,84,8,542,518,1102,101,15
8670:81,780,3516,654,8588,13544,229,3423,731,11839
8681:654,302,84,8,518,650,542,29,76,61
8692:17,3423,70,76,780,564,508,1749,7211,8283
8711:
8717:3819,12691,9597,17071,6593,1217,7585,481,2185,3429
8718:984,5480,1400,8860,463,2103,76,5738,1326,7838
8719:654,616,58,8,84,29,564,361,138,542
8735:654,36292,17,302,616,29,10047,58,21933,3244
8736:6491,13737,6127,500,18239,32616,17,385,238,81
8746:302,616,58,8,650,542,518,84,76,29
8747:302,654,84,8545,354,616,138,1102,29,58
8755:
8760:17,616,302,654,38295,58,8,650,84,861
8765:
8768:5726,39619,76,33223,17,18892,48992,31619,4979,698
8771:17,8,302,654,58,542,650,354,29,289
8774:17,15521,31938,35589,8964,46855,302,654,5343,616
8782:5557,168,719,1400,463,2153,18240,5480,8733,2888
8788:58,29,84,518,650,8,76,542,861,101
8789:25987,17,37709,76,17692,21631,616,15,518,245
8790:11563,3471,2766,5522,45956,17567,7793,48741,57101,10492
8802:302,654,616,8,29,518,650,301,101,138
8810:17,70,76,11268,873,302,654,8,508,226
8812:2204,3423,226,140,986,2379,2967,7211,780,1749
8822:
8825:302,654,616,8,84,58,518,7795,650,76
8844:2121,8191,4205,45199,13449,10408,1148,36965,2566,2116
8850:4755,1527,3107,2880,10041,1712,8848,12990,6434,3172
8852:36997,10974,70,17170,1119,17,8308,1187,899,76
8862:17,84,931,8,518,873,302,245,736,70
8863:302,654,58,8,542,518,29,15,564,138
8868:17,302,8,518,736,616,654,58,327,354
8870:17,58,616,8,29,518,736,101,354,138
8872:17,616,302,58,654,542,8,518,15,84
8877:17,616,302,654,58,8,84,650,76,564
8889:17,508,302,1936,8,70,76,650,654,28163
8890:226,176,17,755,398,1462,76,81,719,1121
8900:58,302,616,654,650,29,8,84,542,138
8906:17,302,654,76,616,8,564,508,58,84
8912:17,138,302,654,1462,76,616,19561,8443,84
8913:5111,2548,8934,10997,10230,840,10541,37703,5627,15749
8915:17,302,654,58,518,542,1102,564,76,650
8916:418,302,17,654,616,650,542,8,518,6015
8920:81,7072,4854,5767,14174,731,262,46693,43024,54860
8924:17,76,441,226,616,302,650,542,81,654
8931:302,654,616,58,8,84,518,542,650,289
8935:616,8,302,654,518,84,58,947,508,61
8936:54180,40588,736
8958:31872,654,302,616,58,542,84,8,29,15
8984:25127,9725,29417,9345,60889,297,352,14754,1462,162
9000:17,302,616,29,8,518,542,15,76,650
9001:4797,6417,16127,47366,15995,12993,55337,769,1951,27004
9013:285,11567,58,17,654,616,29,1196,3234,861
9024:616,17,302,650,58,654,238,76,861,8
9079:17,616,302,81,654,58,8,542,15,861
9085:17,654,899,616,8,58,518,84,4364,301
9096:2880,1712,12990,7859,6266,7831,378,7880,20806,1923
9098:1002,9417,17,76,37535,21459,698,27970,168,302
9106:302,654,84,616,58,8,354,736,76,29
9111:654,302,616,58,8,84,29,542,650,285
9122:17,302,58,84,29,650,861,40265,9693,138
9128:654,616,58,29,8,542,84,15,518,861
9135:3448,17,4203,302,8861,10075,654,10682,58,10641
9141:3107,1527,1352,2880,189,8848,1712,5624,7880,20806
9152:616,654,8,518,302,58,542,84,15,61
9155:17,26202,2938,39959,25358,302,654,35354,13762,58
9157:3034,8529,6311,27332,7926,57049,911,46159,722,27481
9158:3717,3131,4357,55222,4292,10905,1371,24790,2139,40
9159:17,353,302,616,654,245,58,84,301,18319
9160:189,1527,10041,3107,2880,3172,4825,1712,6434,8848
9161:719,984,760,661,8860,8733,39061,463,1400,5738
9171:654,58,616,29,168,8,84,354,361,1102
9173:302,84,8,616,654,518,245,101,15,70
9200:3787,14671,52378,70182,45041,4621,14628,30734,72699,22719
9224:1382,28544,1790,17,17227,60036,20614,29626,8011,17366
9225:1077,14259,12861,5512,21314,17,20483,41687,81,76
9233:22776,21795,18708,6383,77606,17419,55101,26288,1930,10330
9236:17,508,4755,616,15,518,302,654,1352,3915
9237:29,542,15,8,84,518,76,101,138,61
9238:302,654,616,58,650,29,76,542,6,15
9245:17264,25222,8495,29904,1222,21625,72974,302,42184,17
9249:2076,518,8,84,17,14314,902,1405,654,245
9256:302,654,8,616,76,58,518,245,508,70
9276:4797,4589,17,601,87041,120,8694,6417,616,584
9288:654,302,616,58,8,564,650,542,15,76
9290:8322,24933,13077,30815,16965,4409,37112,18743,31597,6856
9291:616,8,654,302,58,542,15,650,84,32
9310:17,302,616,654,58,8,238,564,542,84
9312:654,616,302,58,15,542,84,8,518,29
9313:17,654,616,58,302,518,8,542,787,15
9331:52132,11246,69121,3146,24308,12565,31585,13134,4875,17380
9333:4965,95159,62433,10869,16431,203,4650,6210,4993,7334
9350:17,302,616,654,8,58,650,84,4481,736
9357:7585,986
9359:302,654,58,616,518,8,84,542,29,15
9364:17,616,302,654,58,8,542,31120,518,15
9368:29158,9767,38319,5066,32432,34880,58912,35213,19631,30980
9369:168,719,984,8860,1400,574,1147,2833,463,2103
9371:302,654,518,58,616,1119,301,29,736,138
9381:1913,22507,5214,48061,26519,22856,62347,31633,19319,26121
9389:45970,18077,7560,2939,7194,322,6,650
9394:654,616,8,84,58,245,301,564,518,542
9400:17,58,302,542,518,29,238,861,8,61
9402:
9420:302,654,616,58,8,542,15,84,76,518
9431:4671,815,9594,9435,12861,1468,7622,7468,22004,378
9432:17,302,654,616,58,8,29,518,354,301
9433:4447,29473,40214,25107,6358,2495,45295,9858,25027,157
9437:10048,3746,10305,23051,11358,14890,15278,76,41385,17
9442:140,226,780,1749,986,3819,13544,1888,2241,5767
9443:302,58,654,650,8,542,84,518,29,76
9451:302,58,616,61,29,84,301,518,32,650
9473:4755,10041,11482,1352,189,2880,1527,7880,4825,3107
9474:
9486:17684,28752,40921,22008,4568,14047,3131,3509,614,2073
9487:17,302,654,616,84,58,29,8,1102,650
9489:17,654,616,58,84,8,518,29,542,15
9494:840,2548,3196,4755,508,5111,17,157,27094,14793
9498:
9499:654,17,616,61,101,289,542,554,32,564
9500:76,17,736,616,40,58,302,654,542,8
9507:53415,17,8,616,1951,518,2268,302,84,654
9514:9961,23317,1989
9525:17,8,84,302,616,518,654,58,650,76
9528:353,17,245,58,616,354,302,654,20685,1951
9531:35368,82254,18632,33574,6921,77264,262,8981,23283,7211
9535:3054,698,4,8167,76,3477,14890,8102,23051,538
9538:17,58,302,654,542,29,8,650,861,564
9541:70330,29477,52271,23162,12905,3966,9432,10054,7506,1195
9553:16056,7240,2254,2579,1205,546,873,5112,758,30714
9568:1547,12861,7334,9435,7088,8867,42989,1011,8759,7622
9570:17,302,8359,70,616,58,518,60270,30722,23276
9571:36268,24130,5648,73306,10031,6657,43873,66423,20340,25481
9573:4,13555,10048,11358,7429,7450,20855,9323,10305,21442
9576:
9580:4072,17,616,302,654,58,518,542,861,650
9590:17,302,58,542,518,29,650,61,289,354
9593:302,654,616,76,8,58,84,542,70,564
9606:508,17,76,189,81,3484,226,4755,2579,500
9612:302,58,616,29,138,518,8,101,650,1102
9613:10085,302,17,616,542,76,650,1266,654,518
9614:8139,1216,15212,23297,24117,29485,3433,18364,25501,43013
9630:5480,984,719,8860,1400,463,76,661,801,5557
9665:17,58,84,29,8,650,736,542,518,861
9666:11644,398,5598,2447,12304,8209,14964,13388,9388,4126
9668:302,17,616,23406,654,8,58,7763,189,54152
9680:17,654,302,58,616,8,650,29,84,138
9685:51399,53139,89274,39108,14511,14626,518,616,8,17
9693:17,654,302,616,58,29,84,542,322,564
9694:17,76,70,698,826,2139,15542,500,5363,302
9696:924,31527,39357,31496,11142,63296,2547,54866,2123,15130
9711:6720,6432,80668,27741,4386,30169,55516,34035,9003,2816
9722:17,302,654,616,518,542,61,245,15,1410
9727:50463,58835,17,7635,76,986,81,616,508,650
9742:17,7003,302,76,654,616,696,684,8783,8
9745:17,654,58,84,518,542,15,861,101,285
9752:19102,10888,42430,13371,32914,6128,54564,36681,72499,56319
9753:17,1119,84,4420,302,947,654,70,245,891
9755:654,17,58,616,650,162,8,542,29,76
9757:59623,48361,23599,21879,26093,30279,23376,2902,3966,12218
9786:302,654,58,3484,84,650,29,616,361,354
9808:17,616,15,542,3223,58,32,302,364,8
9810:23398,1122,33683,1406,33720,9448,30223,89721,36443,65938
9812:302,58,616,84,29,354,8,1102,736,650
9813:17,65,931,245,1410,103,8,33619,1382,654
9818:
9820:4268,42414,30472,245,12061,23676,11609,33839,2030,37356
9824:1256,4513,3618,9055,371,85926,1002,1340,6315,13881
9827:17,616,302,654,245,8,542,84,58,518
9831:168,984,719,574,8860,5480,463,1326,1400,1528
9834:17,616,302,654,8,58,29,50946,76,542
9837:17,654,616,29,84,1102,518,542,76,162
9839:698,76,17,70,564,81,2139,616,358,262
9840:10365,4487,10248,35154,71315,30489,40107,4256,13178,1262
9864:17,654,29,616,58,84,15,1476,285,354
9879:1945,42086,26405,17,2097,12202,1901,43812,15941,983
9890:17,302,654,58,29,84,650,8,542,861
9891:654,58,616,29,8,76,354,138,518,736
9892:12165,45541,4475,4586,11732,4427,103,26985,1784,7418
9896:17,1827,616,245,8,518,302,654,542,15
9899:23516,38420,24835,866,48249,7703,302,11310,15695,654
9900:17,654,302,616,542,8,650,29,70,15
9911:37591,18414,24425,7608,7744,32604,17,13789,2582,13791
9926:302,654,58,84,8,650,542,76,6,518
9927:518,650,564,138,61,32,1102,6,508,238
9929:302,654,616,8,84,58,76,518,354,29
9944:56364,49920,36269,14201,4462,12222,94678,2547,8490,1164
9945:36508,4815,15408,7146,26026,7334,53219,17376,59474,18287
9946:10503,8454,27291,33562,42440,17145,14508,21963,10404,81699
9961:18536,2178,18218,10077,1890,1871,1712,302,17
9984:29024,46837,45073,12550,32618,20796,4102,22755,14584,4478
10030:302,616,654,542,8,15,84,518,29,650
10040:168,1326,25178,11834,5738,61057,27967,297,8860,984
10050:17,19668,16957,13835,7854,725,8066,2852,45229,14955
10051:409,35144,40465,8682,75784,63014,81908,54589,4257,26254
10073:58,17,654,302,52,1140,616,650,459,29
10078:
10082:302,4889,616,654,76,1397,70,58,4982,542
10084:91352,301,1295,2579,3599,226,70,58,302
10086:10648,17,8252,302,984,29,463,34443,18942,2833
10088:22059,81719,40142,25368,28632,16501,74730,5595,103730,8419
10090:890,68709,2139,40,70959,56166,8897,4880,22498,1377
10110:302,616,654,58,8,84,76,542,650,518
10111:17,245,564,508,8,616,654,542,931,302
10115:9581,8,6686,77831,88,22075,1594,24711,15606,27113
10117:17,654,302,616,32,322,58,542,84,8
10130:21744,7703,24835,17,40934,35847,44617,52156,1608,68868
10132:327,616,65,5567,17,302,542,2200,508,650
10133:3610,13966,12310,9289,26077,40530,68396,17403,704,138
10136:9722,45496,18220,29021,12532,17,3006,302,564,32771
10140:26316,302,654,17,616,58,29,162,402,650
10148:719,984,5480,1400,76,8860,1528,1326,17,463
10155:17,8,302,654,58,616,84,518,76,70
10156:1460,297,1326,5738,6097,76,336,2869,508,352
10194:654,302,23973,8,616,58,1589,29,101,3039
10196:302,616,58,8,15,518,84,29,542,354
10200:2403,1524,970,3506,8536,245,4487,25783,9490,9217
10210:11644,37386,9629,17,508,226,1382,70,2447,76
10233:18156,65269,58227,37324,252,7728,1592,168,16629,31496
10235:3282,6320,3060,16009,75100,33265,97866,226,12190,225
10236:65107,2377,49842,13568,21524,605,2292,327
10237:17,302,654,8,58,616,518,101,354,29
10249:2013,59555,70616,138,33888,41209,90354,49333,2070,656
10254:17,654,5082,58,41057,53321,302,38737,2030,13627
10267:616,29,8,518,354,650,76,1187,564,1119
10275:47577,6616,30808,22110,41595,25113,8518,2016,288,12392
10276:302,616,654,58,518,84,542,564,650,861
10279:14975,616,24075,17,302,17772,1196,486,8,65220
10302:58,616,84,354,8,15,13863,35362,285,542
10303:22218,76972,7945,13716,7686,37709,1930,46169,38577,51330
10304:29798,3968,48186,43258,29726,27251,8166,52749,193,33598
10306:17,616,654,15,8,650,518,29,84,861
10313:58581,79194,52627,13976,28920,12237,616,58,62641,302
10317:84,302,8,654,518,1102,616,58,542,327
10335:32315,30916,41662,17186,48397,924,87381,669,38861,14851
10339:654,616,58,518,29,542,354,76,15,650
10342:17,654,616,302,518,8,15,29,84,101
10346:51326,7742,5300,8167,8384,111,238,266,27651,10003
10359:302,654,58,285,616,84,11223,354,1102,650
10364:17,826,1086,364,542,902,32,2530,616,54998
10366:654,58,84,15,29,76,650,61,861,564
10371:76,5398,19829,74038,31315,2139,32623,81,62489,79096
10377:17,616,302,84,654,58,518,81,101,8
10378:18935,8860,2153,463,168
10387:
10388:17,302,654,616,58,8,84,650,76,29
10392:
10408:840,10541,14793,5111,5627,27070,6754,2548,197,3370
10420:17,2379,654,81,58,302,226,70,1888,76
10427:12351,7040,74093,45848,14569,57630,84465,9711,27031,12573
10439:84,29,8,650,354,138,518,76,861,15
10445:17,84,302,518,616,654,873,1539,508,736
10454:17,124,646,70,616,654,6789,363,302,354
10471:17,11209,654,302,616,58,8,101,542,518
10478:17,302,58,616,8,84,518,542,76,15
10479:30754,23863,59346,66101,30598,27322,921,24647,10370,16697
10480:58,17,654,302,542,29,861,650,15,6
10488:302,654,84,616,58,29,301,8,1102,138
10502:41101,34096,54494,34957,2453,952,352,24112,2155,224
10513:17,13660,8,40902,378,11351,29,9769,1352,5254
10523:441,1002,1744,3618,4513,710,1644,16465,508,13
10543:2715,2028,353,25669,441,27420,245,774,1744,18850
10554:
10563:899,302,8,654,84,616,70,1119,354,301
10564:654,302,58,616,650,84,29,8,866,138
10570:17,58,616,650,29,84,6,8,542,518
10573:
10580:19871,83134,247,10492,3672,10842,45106,3372,17646,17567
10636:302,616,654,84,29,650,8,76,542,1102
10655:17,654,302,301,84,58,8,35566,1102,616
10691:364,542,17,616,15,103,61,58,861,999
10693:17,302,654,8,84,354,301,289,861,29
10698:302,654,17,58,29,650,542,8,861,162
10707:
10710:616,58,8,650,70,518,76,289,542,564
10726:33807,23402,18532,12512,98,1885,2215,1760,888,1703
10747:
10758:17,4364,302,1606,76,542,654,58,564,103
10770:7334,2543,7622,17486,13724,9594,34578,32998,11855,12861
10779:
10794:616,302,58,654,17,861,394,650,84,542
10801:76,35168,698,40,17,564,11325,2414,3146,10880
10807:1119,17,947,8151,1187,1127,245,899,8,302
10820:38085,64104,48286,5245,102055,64788,45368,28525,52547,36039
10842:
10843:17,302,654,58,616,8,84,29,542,61
10844:31633,2265,811,2370,2848,1462,28132,18933,25918,76
10845:10770,7021,14117,17567,9289,6503,247,25662,3672,5545
10854:13566,51617,78928,54897,45662,23368,16689,41850,96144,49072
10858:17,654,616,302,58,84,8,542,13633,518
10871:17,58,302,45,654,616,29,650,409,62
10892:11861,71332,63845,8019,44797,11268,61631,32217,37544,1719
10905:
10908:17,84,518,302,616,654,873,58,65,508
10913:22926,12869,20118,12306,46072,27944,1347,35378,49552,22266
10920:616,654,302,8,518,58,61,84,245,101
10955:1187,48,17,2162,875,1359,2935,1119,4275,84
10956:84,302,654,518,616,1102,58,29,354,20631
10968:616,17,654,58,564,302,542,861,650,518
10991:81,17,76,2139,40,616,70,564,508,302
10999:17,58,654,616,29,542,564,6,84,76
11000:2241,780,3423,12727,7211,22689,15535,22597,731,8588
11022:302,654,616,76,58,8,84,542,650,15
11034:17,654,58,29,84,8,518,76,564,6
11037:17486,8867,4625,9435,1011,11855,19152,862,203,2215
11047:1359,52077,6243,1127,1853,7267,2588,8,908,29891
11055:
11099:17,654,302,58,616,29,542,650,61,15
11105:302,654,616,8,518,899,736,29,1187,354
11110:44,22365,2139,18931,54976,2008,25326,1730,4770,358
11118:82688,19749,16029,14612,6475,27788,9790,13660,2904,1651
11132:189,22365,1091,245,1002,441,1065,2880,899,710
11134:17,226,70,931,780,76,564,8,302,616
11135:17,302,616,654,58,8,518,84,564,650
11149:302,654,58,616,8,518,101,6,289,354
11150:76253,5975,15506,8443,5319,1337,13542,49072,13341,832
11193:49767,36541,429,26360,17,76,654,616,302,8
11211:993,8496,60434,9291,38740,12848,25351,57791,40719,43501
11222:50369,19544,34240,96442,33250,41511,31638,35016,63192,56320
11228:441,4513,1002,1256,1744,1205,5122,1410,13,9055
11240:
11259:
11264:17,654,58,616,29,650,542,6,84,8
11273:616,58,84,29,1102,301,101,650,6,736
11278:302,654,68839,17,58,5702,11803,21323,37952,616
11279:2405,32758,3132,3262,79566,38687,52692,25103,19434,95016
11280:
11287:302,654,616,8,518,58,899,1102,650,564
11332:9752,46058,168,45782,19063,43198,23773,17665,52228,2239
11360:
11363:17,866,654,302,76,58,2292,616,70,5812
11378:17,70,238,76,2139,564,30348,39306,3196,616
11388:4267,34115,43418,23839,51943,25652,925,76685,56729,2245
11394:1606,17,302,26483,12776,65,1030,564,654,736
11404:17,654,302,616,58,76,29,518,8,542
11414:18319,17,302,301,654,64951,138,131,6,4268
11418:984,8860,1400,1352,1528,1527,4825,10267,7838,5738
11419:302,654,616,58,84,8,518,354,650,76
11426:25915,6974,24143,776,236,29624,11787,6766,3448,4724
11427:4575,12332,3054,25910,45095,3477,23528,10003,75530,3126
11428:17,302,654,84,58,1102,616,8,518,6
11431:
11437:76,17,226,2548,1002,10438,1435,245,7000,508
11439:36819,5117,757,23692,66144,38543,17,245,13206,34230
11444:17,616,654,518,8,542,84,58,1839,564
11458:17800,24893,9716,658,45396,4083,3223,483,616,861
11462:17,931,5117,873,2194,508,3717,2139,616,76
11463:58,542,29,15,76,101,289,861,354,61
11484:616,58,17,542,654,302,61,650,518,32
11507:17,616,302,654,58,650,542,2139,736,8
11510:17,616,654,58,650,29,542,15,518,564
11511:2520,13400,44717,21085,39336,4238,25588,52018,13059,29999
11525:17,302,616,654,58,650,6,61,518,1196
11529:37343,17,654,29,302,58,616,542,239,726
11535:302,616,654,2265,8,58,76,736,84,155
11537:3378,13083,38292,77977,40356,22713,186,10178,101304,6607
11538:17,616,58,29,84,8,15,542,518,564
11540:19065,4600,44680,59828,13894,42559,13416,44263,65482,1477
11552:302,654,58,616,29,84,650,8,76,354
11554:1352,17,378,189,1527,3107,10041,1589,4825,1458
11558:1539,1825,508,1382,1471,15261,17,3704,3184,710
11569:616,29,542,8,650,15,518,76,285,564
11584:17,654,302,564,650,76,8,542,29,861
11586:17,616,302,8,58,654,84,542,30143,518
11603:17,616,302,654,58,84,861,8,542,190
11606:654,58,84,650,29,518,564,542,736,1102
11614:37507,4719,4699,13335,5598,17145,20490,6289,13035,49517
11616:17,616,302,58,654,29,736,8,1196,15
11651:17,302,654,58,650,616,76,224,29,394
11657:43414,76822,20954,36785,1058,8975,67309,83193,35609,84
11660:17,58,84,616,650,8,138,354,6,518
11670:17,182,26642,12607,15507,302,5347,4753,2570,1463
11676:780,2241,16404,3137,5767,262,7211,140,8511,16286
11685:17,302,616,654,58,1044,650,29,564,76
11699:
11700:302,654,84,616,58,29,1102,76,8,354
11716:302,654,84,58,616,29,354,1102,8,301
11719:17,378,302,76,654,508,616,1023,1382,84
11723:15098,93968,77934,23386,9846,30191,52522,37974,8065,32931
11738:24262,25344,1460,17,8,302,1102,654,52854,616
11749:81,3423,550,16404,12727,500,3718,7211,13544,8511
11775:17,616,302,84,654,70,8,518,508,226
11781:17,654,58,616,8,29,84,542,518,15
11788:76,19112,5550,901,3159,1682,2275,26464,55213,20516
11795:17,616,1410,654,2008,302,564,15,508,8008
11799:
11818:787,58,654,17,29,84,1109,6,616,302
11825:70,76,17,7669,42146,34441,801,81,25568,5738
11835:17,58,616,29,650,6,861,76,518,15
11836:135,28446,80381,17537,1326,9417,54531,168,31171,8891
11838:35501,43540,53636,63035,931,873,50252,355,17,70
11839:10345,51014,38138,1262,3521,23676,10046,223,3429,1804
11843:1002,441,710,400,1256,96461,69527,29311,371,13016
11844:51436,23356,36220,42373,54645,35313,35905,698,224,1456
11847:441,16465,20464,4513,2991,710,3618,17268,4421,34374
11851:
11856:1888,226,2967,780,17,7211,3819,8283,698,500
11863:
11864:
11865:17,302,616,58,8,518,84,542,70,226
11883:35382,13183,14797,11825,8364,225
11884:58648,5048,19112,16680,1888,64999,14171,21849,43123,65014
11885:4513,1002,6315,3506,13,1744,710,1256,13881,16036
11892:5398,7146,17,347,6052,16339,2761,18722,17582,19637
11893:17,302,654,4146,10692,6901,2354,12093,76,58
11896:17,302,654,616,361,542,8,58,84,508
11910:899,48,654,84,302,8,245,616,518,6450
11913:17,302,354,654,22834,84,70,3482,26981,1388
11922:302,654,17,616,29,84,650,564,101,13005
11928:17,616,302,654,58,224,29,650,8,76
11929:654,650,84,29,564,8,542,518,736,1102
11939:17,73782,8,564,35177,25366,70,9777,542,76
11956:654,616,76,8,650,84,564,29,518,354
